886.745	237.253
932.319	232.307
977.625	227.313
1022.87	222.357
1067.91	217.299
1112.86	212.404
1157.64	207.42
1202.31	202.505
1246.81	197.729
1291.22	192.603
1335.6	187.788
1379.53	183.017
1423.73	178.09
1467.55	173.189
1511.31	168.375
1554.98	163.388
1598.48	158.766
1641.85	153.879
1685.02	149.084
1728.25	144.272
1771.13	139.455
1814.02	134.817
1856.78	129.952
1899.49	125.204
1941.97	120.535
1984.44	115.68
894.715	288.485
940.202	283.492
985.475	278.249
1030.79	273.333
1075.87	268.347
1120.86	263.256
1165.58	258.319
1210.22	253.348
1254.72	248.355
1299.13	243.33
1343.52	238.227
1387.52	233.323
1431.66	228.356
1475.51	223.309
1519.3	218.459
1562.72	213.352
1606.2	208.804
1649.71	203.899
1692.92	198.901
1736.01	194.048
1779.02	189.21
1821.86	184.343
1864.62	179.499
1907.3	174.787
1949.77	169.9
1992.16	164.995
902.737	339.895
948.255	334.619
993.496	329.571
1038.72	324.382
1083.84	319.303
1128.81	314.16
1173.58	308.995
1218.25	304.015
1262.66	298.963
1307	293.976
1351.4	288.816
1395.57	283.748
1439.48	278.784
1483.41	273.658
1526.98	268.751
1570.64	263.748
1614.12	258.812
1657.45	253.88
1700.78	248.895
1743.93	243.921
1786.78	239.033
1829.67	234.15
1872.4	229.142
1915.01	224.196
1957.52	219.353
1999.83	214.576
910.659	390.828
956.28	385.746
1001.53	380.539
1046.83	375.315
1091.85	370.108
1136.77	364.943
1181.56	359.872
1226.34	354.687
1270.7	349.615
1314.94	344.491
1359.24	339.243
1403.36	334.263
1447.34	329.03
1491	323.901
1534.98	318.808
1578.43	313.713
1621.97	308.731
1665.34	303.773
1708.48	298.796
1751.57	293.735
1794.56	288.789
1837.41	283.697
1880.18	278.603
1922.68	273.745
1964.83	268.809
2007.62	263.764
918.67	442.12
964.04	436.966
1009.45	431.621
1054.64	426.264
1099.74	421.018
1144.68	415.829
1189.61	410.568
1234.25	405.369
1278.5	400.101
1322.83	394.908
1367.02	389.643
1411.18	384.516
1455.2	379.315
1499.06	374.153
1542.8	368.966
1586.28	363.903
1629.81	358.78
1673.12	353.778
1716.32	348.587
1759.42	343.56
1802.38	338.493
1845.21	333.362
1887.98	328.288
1930.54	323.236
1972.93	318.252
2015.45	313.147
926.631	493.49
972.03	488.01
1017.53	482.772
1062.75	477.213
1107.65	472.014
1152.6	466.594
1197.58	461.223
1242.11	455.828
1286.38	450.658
1330.72	445.335
1375.05	440.212
1419.09	434.944
1463.14	429.678
1506.89	424.51
1550.71	419.186
1594.17	413.958
1637.63	408.812
1680.83	403.628
1724.1	398.309
1767.12	393.257
1810.14	388.167
1852.95	382.958
1895.81	377.895
1938.34	372.732
1980.77	367.602
2023.12	362.529
934.696	544.849
980.186	539.313
1025.51	533.886
1070.64	528.525
1115.58	522.859
1160.56	517.503
1205.41	511.976
1249.9	506.477
1294.47	501.112
1338.82	495.924
1383.03	490.782
1426.99	485.318
1471.04	480.057
1514.87	474.63
1558.58	469.331
1601.97	464.024
1645.56	458.815
1688.77	453.576
1731.94	448.252
1775.02	443.015
1817.98	437.938
1860.82	432.608
1903.51	427.502
1946.1	422.162
1988.56	416.938
2030.9	411.942
942.608	596.029
988.039	590.476
1033.48	584.911
1078.5	579.433
1123.54	573.994
1168.46	568.336
1213.26	562.834
1257.79	557.536
1302.36	551.995
1346.71	546.468
1390.93	541.015
1435.04	535.597
1479	530.384
1522.79	524.791
1566.34	519.575
1609.96	514.145
1653.36	508.858
1696.63	503.427
1739.86	498.151
1782.88	492.922
1825.73	487.612
1868.48	482.295
1911.24	476.99
1953.88	471.685
1996.36	466.448
2038.56	461.33
950.628	647.421
996.239	642.089
1041.49	636.119
1086.71	630.437
1131.59	624.836
1176.44	619.275
1221.16	613.678
1265.79	608.136
1310.39	602.652
1354.7	596.951
1398.81	591.476
1442.89	586.05
1486.93	580.642
1530.59	575.025
1574.19	569.575
1617.8	564.203
1661.09	558.764
1704.52	553.454
1747.65	547.952
1790.67	542.611
1833.55	537.233
1876.3	531.882
1919.04	526.609
1961.7	521.197
2004.06	515.916
2046.43	510.55
958.803	698.595
1004.06	692.854
1049.48	687.203
1094.64	681.428
1139.41	675.732
1184.27	670.178
1229.19	664.576
1273.68	658.796
1318.22	653.309
1362.49	647.666
1406.64	642.019
1450.67	636.358
1494.75	630.864
1538.44	625.348
1582.13	619.843
1625.73	614.341
1669.04	608.877
1712.36	603.372
1755.56	597.745
1798.52	592.485
1841.41	587.003
1884.21	581.508
1927.01	576.062
1969.36	570.711
2011.94	565.364
2054.17	560.019
966.704	749.637
1012.07	743.965
1057.49	738.284
1102.68	732.425
1147.42	726.734
1192.35	721.085
1237.1	715.286
1281.68	709.581
1326.06	703.885
1370.45	698.24
1414.58	692.542
1458.74	686.857
1502.62	681.304
1546.42	675.654
1589.98	670.022
1633.57	664.371
1676.94	658.728
1720.27	653.209
1763.41	647.562
1806.29	642.079
1849.28	636.681
1892.09	631.196
1934.7	625.573
1977.39	620.217
2019.67	614.726
2061.9	609.303
974.697	801.053
1020.13	795.154
1065.26	789.19
1110.56	783.379
1155.62	777.634
1200.55	771.852
1245.03	766.209
1289.72	760.336
1334.11	754.416
1378.42	748.749
1422.55	743.004
1466.73	737.386
1510.47	731.525
1554.16	725.925
1597.96	720.113
1641.47	714.586
1684.85	708.877
1727.99	703.175
1771.12	697.567
1814.17	691.978
1857.08	686.484
1899.81	680.804
1942.61	675.288
1985.17	669.634
2027.58	664.27
2069.87	658.68
982.879	852.336
1028.09	846.358
1073.54	840.409
1118.6	834.504
1163.53	828.643
1208.33	822.758
1253.02	816.815
1297.66	811.159
1342.02	805.168
1386.25	799.308
1430.43	793.493
1474.39	787.631
1518.25	781.892
1562.16	776.081
1605.83	770.308
1649.34	764.61
1692.87	758.856
1736.03	753.169
1779.13	747.487
1822.01	741.811
1864.9	736.232
1907.68	730.444
1950.4	724.86
1992.95	719.32
2035.43	713.579
2077.7	708.259
990.822	903.594
1036.3	897.64
1081.55	891.599
1126.66	885.604
1171.57	879.72
1216.39	873.64
1261.05	867.576
1305.56	861.801
1349.99	855.819
1394.28	849.947
1438.36	844.007
1482.45	838.044
1526.22	832.238
1570.01	826.339
1613.78	820.526
1657.15	814.682
1700.57	809.077
1743.77	803.215
1786.93	797.4
1830.03	791.639
1872.75	785.942
1915.67	780.328
1958.2	774.463
2000.77	768.789
2043.16	763.215
2085.49	757.569
998.932	954.967
1044.34	948.885
1089.54	942.748
1134.55	936.591
1179.65	930.391
1224.46	924.439
1269.05	918.489
1313.57	912.393
1357.98	906.375
1402.17	900.375
1446.44	894.454
1490.37	888.45
1534.28	882.433
1578.08	876.663
1621.69	870.73
1665.3	864.866
1708.53	859.049
1751.62	853.109
1794.89	847.294
1838.01	841.537
1880.76	835.576
1923.59	829.878
1966.09	824.114
2008.7	818.415
2051.07	812.613
2093.37	806.939
1006.9	1006.19
1052.32	1000.01
1097.51	993.849
1142.72	987.56
1187.67	981.575
1232.57	975.367
1277.03	969.187
1321.54	963.27
1365.88	956.963
1410.14	951.023
1454.39	944.852
1498.43	938.97
1542.22	932.893
1586.02	926.815
1629.62	920.912
1673.18	914.955
1716.41	909.006
1759.53	903.064
1802.82	897.233
1845.85	891.306
1888.6	885.432
1931.33	879.599
1974.09	873.755
2016.47	867.85
2058.87	862.117
2101.2	856.327
1014.89	1057.45
1060.44	1051.32
1105.68	1044.87
1150.7	1038.74
1195.6	1032.46
1240.55	1026.21
1285.17	1020.02
1329.57	1013.76
1373.92	1007.7
1418.18	1001.43
1462.4	995.496
1506.4	989.34
1550.12	983.266
1594.02	977.181
1637.64	971.12
1681	965.15
1724.36	959.033
1767.55	953.07
1810.68	947.159
1853.68	941.083
1896.63	935.202
1939.37	929.314
1982.14	923.45
2024.34	917.552
2066.81	911.454
2109.04	905.652
1023.08	1108.83
1068.4	1102.5
1113.66	1096.15
1158.77	1089.69
1203.72	1083.5
1248.53	1077.24
1293.17	1070.85
1337.63	1064.61
1382.1	1058.42
1426.22	1052.16
1470.28	1045.99
1514.28	1039.67
1558.07	1033.61
1601.99	1027.59
1645.5	1021.4
1689.06	1015.29
1732.33	1009.24
1775.58	1003.07
1818.71	996.998
1861.64	990.939
1904.54	984.902
1947.27	978.909
1989.89	973.016
2032.37	967.031
2074.79	961.065
2117.01	955.135
1031.27	1160.25
1076.6	1153.91
1121.76	1147.43
1166.86	1140.93
1211.76	1134.57
1256.55	1128.09
1301.26	1121.79
1345.65	1115.33
1390.11	1109.14
1434.25	1102.9
1478.39	1096.42
1522.41	1090.28
1566.23	1084
1609.93	1077.86
1653.54	1071.6
1696.94	1065.45
1740.37	1059.38
1783.52	1053.16
1826.66	1046.99
1869.6	1040.89
1912.48	1034.73
1955.28	1028.6
1997.79	1022.57
2040.25	1016.52
2082.68	1010.55
2124.94	1004.57
1039.35	1211.58
1084.66	1205.04
1129.81	1198.49
1174.87	1191.92
1219.95	1185.53
1264.7	1179.13
1309.32	1172.64
1353.65	1166.35
1398.05	1159.92
1442.43	1153.47
1486.46	1147.09
1530.39	1140.68
1574.23	1134.4
1617.98	1128.11
1661.46	1121.86
1704.93	1115.55
1748.4	1109.28
1791.52	1103.19
1834.62	1096.95
1877.56	1090.84
1920.48	1084.61
1963.15	1078.5
2005.73	1072.37
2048.25	1066.2
2090.55	1060.07
2132.81	1054.02
1047.32	1262.9
1092.78	1256.39
1137.87	1249.81
1182.81	1243.05
1227.88	1236.49
