366.775	400.947
415.348	404.636
464.019	408.333
512.549	412.061
561.153	415.768
609.756	419.467
658.409	423.197
706.975	426.888
755.647	430.665
804.213	434.337
852.725	438.047
901.393	441.827
950.089	445.384
998.696	449.103
1047.34	452.796
1096	456.595
1144.65	460.281
1193.35	463.808
1242	467.471
1290.72	471.215
1339.39	474.943
1388.13	478.622
1436.88	482.306
1485.62	485.95
1534.4	489.58
1583.15	493.283
363.62	449.397
412.232	453.158
460.831	456.846
509.378	460.519
558.076	464.413
606.533	468.021
655.082	471.689
703.717	475.478
752.298	479.157
800.873	482.834
849.267	486.58
898.129	490.24
946.685	493.992
995.248	497.671
1043.92	501.325
1092.5	505.084
1141.16	508.683
1189.81	512.357
1238.49	516.087
1287.2	519.779
1335.85	523.464
1384.54	527.208
1433.25	530.805
1482.01	534.532
1530.76	538.265
1579.52	541.921
360.554	497.884
409.077	501.63
457.664	505.303
506.191	509.065
554.78	512.758
603.308	516.484
651.866	520.197
700.387	523.907
749.038	527.612
797.548	531.358
846.13	535.034
894.715	538.732
943.267	542.423
991.852	546.134
1040.49	549.799
1089.09	553.554
1137.64	557.189
1186.33	560.911
1234.98	564.564
1283.68	568.281
1332.33	572.018
1380.98	575.719
1429.66	579.409
1478.4	583.118
1527.14	586.778
1575.82	590.492
357.376	546.248
405.982	549.982
454.461	553.697
503.016	557.478
551.498	561.247
600.053	564.84
648.59	568.583
697.148	572.288
745.688	576.073
794.262	579.789
842.737	583.492
891.323	587.177
939.897	590.931
988.473	594.606
1037.08	598.301
1085.66	601.962
1134.23	605.666
1182.91	609.397
1231.47	613.107
1280.15	616.795
1328.8	620.524
1377.42	624.215
1426.04	627.905
1474.81	631.62
1523.53	635.317
1572.23	638.965
354.271	594.723
402.805	598.433
451.251	602.172
499.827	605.902
548.314	609.613
596.814	613.407
645.369	617.072
693.902	620.753
742.393	624.428
790.947	628.214
839.453	631.911
887.961	635.604
936.534	639.386
985.054	643.091
1033.64	646.729
1082.19	650.426
1130.76	654.144
1179.4	657.822
1227.99	661.546
1276.6	665.26
1325.24	668.969
1373.87	672.644
1422.56	676.408
1471.24	680.053
1519.89	683.755
1568.62	687.504
351.21	643.068
399.65	646.839
448.168	650.498
496.709	654.299
545.155	658.002
593.539	661.663
642.134	665.418
690.619	669.12
739.162	672.867
787.624	676.604
836.157	680.275
884.627	684.055
933.176	687.694
981.698	691.437
1030.25	695.074
1078.79	698.825
1127.36	702.495
1175.9	706.227
1224.48	709.893
1273.08	713.666
1321.66	717.358
1370.35	721.109
1418.94	724.783
1467.64	728.479
1516.26	732.251
1564.99	735.946
348.048	691.407
396.478	695.126
445.014	698.872
493.416	702.563
541.963	706.328
590.379	710.031
638.931	713.746
687.292	717.426
735.807	721.155
784.355	724.881
832.824	728.562
881.329	732.312
929.798	736.073
978.325	739.77
1026.88	743.456
1075.37	747.21
1123.87	750.865
1172.42	754.6
1221.02	758.317
1269.58	762.011
1318.17	765.746
1366.8	769.417
1415.37	773.108
1464.02	776.963
1512.7	780.617
1561.31	784.322
344.919	739.629
393.366	743.371
441.809	747.152
490.254	750.797
538.714	754.512
587.089	758.24
635.726	762.016
684.078	765.807
732.491	769.435
780.956	773.161
829.422	776.862
878.03	780.608
926.422	784.285
974.955	788.07
1023.46	791.803
1071.93	795.463
1120.42	799.168
1168.99	802.899
1217.56	806.641
1266.08	810.335
1314.67	814.106
1363.22	817.801
1411.8	821.53
1460.49	825.267
1509.07	828.972
1557.75	832.695
341.789	787.844
390.175	791.612
438.558	795.338
487.036	799.085
535.457	802.885
583.892	806.508
632.383	810.215
680.794	813.99
729.257	817.647
777.721	821.399
826.152	825.164
